"","area","st","occ_code","occ_title","tot_emp","h_mean","a_mean","h_median","a_median","year","State","Est_Population"
"2289","09","CT",1062,"family and general practitioners",580,77.61,161420,69.51,144590,2009,"Connecticut",3561807
"2290","09","CT",1069,"physicians and surgeons, all other",2500,93.1,193650,NA,NA,2009,"Connecticut",3561807
"2291","09","CT",1141,"registered nurses",35790,34.58,71930,34.14,71000,2009,"Connecticut",3561807
"2292","09","CT",2021,"dental hygienists",2770,35.16,73140,36.73,76390,2009,"Connecticut",3561807
"2293","10","DE",1021,"dentists, general",350,95.56,198770,NA,NA,2009,"Delaware",891730
"2294","10","DE",1062,"family and general practitioners",370,73.33,152520,66.72,138770,2009,"Delaware",891730
"2295","10","DE",1069,"physicians and surgeons, all other",1220,72.4,150600,NA,NA,2009,"Delaware",891730
"2296","10","DE",1141,"registered nurses",10220,34.02,70770,33.45,69570,2009,"Delaware",891730
"2297","10","DE",2021,"dental hygienists",550,34,70720,35.84,74550,2009,"Delaware",891730
"2298","11","DC",1021,"dentists, general",250,79.05,164430,65.49,136210,2009,"District of Columbia",592228
"2299","11","DC",1062,"family and general practitioners",430,76.96,160080,73.33,152520,2009,"District of Columbia",592228
"2300","11","DC",1069,"physicians and surgeons, all other",1310,84.68,176130,NA,NA,2009,"District of Columbia",592228
"2301","11","DC",1141,"registered nurses",8890,35.6,74040,35.36,73550,2009,"District of Columbia",592228
"2302","11","DC",2021,"dental hygienists",420,36.69,76320,36.12,75130,2009,"District of Columbia",592228
"2303","12","FL",1021,"dentists, general",4730,69.56,144680,63.27,131590,2009,"Florida",18652644
"2304","12","FL",1062,"family and general practitioners",4650,66.26,137820,65.15,135520,2009,"Florida",18652644
"2305","12","FL",1069,"physicians and surgeons, all other",18930,91.64,190600,NA,NA,2009,"Florida",18652644
"2306","12","FL",1141,"registered nurses",150940,29.94,62270,28.82,59950,2009,"Florida",18652644
"2307","12","FL",2021,"dental hygienists",8980,28.45,59170,28.77,59840,2009,"Florida",18652644
"2308","13","GA",1021,"dentists, general",2310,80.32,167060,74.59,155140,2009,"Georgia",9620846
"2309","13","GA",1062,"family and general practitioners",3200,90.68,188620,NA,NA,2009,"Georgia",9620846
"2310","13","GA",1069,"physicians and surgeons, all other",3890,100.66,209380,NA,NA,2009,"Georgia",9620846
"2311","13","GA",1141,"registered nurses",65370,29.3,60940,29.14,60610,2009,"Georgia",9620846
"2312","13","GA",2021,"dental hygienists",5620,30.03,62450,31.6,65730,2009,"Georgia",9620846
"2313","15","HI",1021,"dentists, general",480,67.8,141020,58.91,122530,2009,"Hawaii",1346717
"2314","15","HI",1062,"family and general practitioners",910,74.49,154930,73.45,152770,2009,"Hawaii",1346717
"2315","15","HI",1069,"physicians and surgeons, all other",820,92.02,191400,NA,NA,2009,"Hawaii",1346717
"2316","15","HI",1141,"registered nurses",8930,38.47,80020,39.34,81830,2009,"Hawaii",1346717
"2317","15","HI",2021,"dental hygienists",710,31.29,65080,31.93,66410,2009,"Hawaii",1346717
"2318","16","ID",1021,"dentists, general",610,80.92,168310,NA,NA,2009,"Idaho",1554439
"2319","16","ID",1062,"family and general practitioners",260,86.74,180410,NA,NA,2009,"Idaho",1554439
"2320","16","ID",1069,"physicians and surgeons, all other",920,93.99,195490,NA,NA,2009,"Idaho",1554439
"2321","16","ID",1141,"registered nurses",10540,29.48,61320,28.07,58380,2009,"Idaho",1554439
"2322","16","ID",2021,"dental hygienists",1170,31.55,65630,31.97,66490,2009,"Idaho",1554439
"2323","17","IL",1021,"dentists, general",4590,68.68,142850,67.22,139820,2009,"Illinois",12796778
"2324","17","IL",1062,"family and general practitioners",4380,80.25,166920,77.53,161270,2009,"Illinois",12796778
"2325","17","IL",1069,"physicians and surgeons, all other",12830,72.64,151080,72.96,151750,2009,"Illinois",12796778
"2326","17","IL",1141,"registered nurses",116340,31.46,65440,30.7,63850,2009,"Illinois",12796778
"2327","17","IL",2021,"dental hygienists",7300,29.03,60390,29.84,62060,2009,"Illinois",12796778
"2328","18","IN",1021,"dentists, general",1710,82.01,170570,74.07,154070,2009,"Indiana",6459325
"2329","18","IN",1062,"family and general practitioners",2420,77.62,161440,71.85,149440,2009,"Indiana",6459325
"2330","18","IN",1069,"physicians and surgeons, all other",4440,102.02,212200,NA,NA,2009,"Indiana",6459325
"2331","18","IN",1141,"registered nurses",57880,27.84,57910,27.12,56400,2009,"Indiana",6459325
"2332","18","IN",2021,"dental hygienists",3980,30.95,64380,31.65,65840,2009,"Indiana",6459325
"2333","19","IA",1021,"dentists, general",660,82.85,172320,68.67,142830,2009,"Iowa",3032870
"2334","19","IA",1062,"family and general practitioners",1840,89.39,185920,NA,NA,2009,"Iowa",3032870
"2335","19","IA",1069,"physicians and surgeons, all other",1530,91.83,191000,NA,NA,2009,"Iowa",3032870
"2336","19","IA",1141,"registered nurses",30750,24.97,51930,24.15,50220,2009,"Iowa",3032870
"2337","19","IA",2021,"dental hygienists",1860,30.37,63170,30.6,63650,2009,"Iowa",3032870
"2338","20","KS",1021,"dentists, general",660,75.93,157930,72.49,150790,2009,"Kansas",2832704
"2339","20","KS",1062,"family and general practitioners",1140,89.96,187110,NA,NA,2009,"Kansas",2832704
"2340","20","KS",1069,"physicians and surgeons, all other",1600,81.7,169940,NA,NA,2009,"Kansas",2832704
"2341","20","KS",1141,"registered nurses",26320,26.79,55730,25.52,53070,2009,"Kansas",2832704
"2342","20","KS",2021,"dental hygienists",2010,31.37,65250,32.66,67930,2009,"Kansas",2832704
"2343","21","KY",1021,"dentists, general",830,71.84,149430,68.96,143440,2009,"Kentucky",4317074
"2344","21","KY",1062,"family and general practitioners",1160,78.93,164160,74.62,155200,2009,"Kentucky",4317074
"2345","21","KY",1069,"physicians and surgeons, all other",2370,81.12,168730,NA,NA,2009,"Kentucky",4317074
"2346","21","KY",1141,"registered nurses",43250,27.94,58110,27,56160,2009,"Kentucky",4317074
"2347","21","KY",2021,"dental hygienists",1610,26.77,55690,26.99,56140,2009,"Kentucky",4317074
"2348","22","LA",1021,"dentists, general",740,64.81,134810,62.34,129680,2009,"Louisiana",4491648
"2349","22","LA",1062,"family and general practitioners",840,87.85,182730,NA,NA,2009,"Louisiana",4491648
"2350","22","LA",1069,"physicians and surgeons, all other",3630,90.88,189040,NA,NA,2009,"Louisiana",4491648
"2351","22","LA",1141,"registered nurses",39560,28.99,60290,28,58250,2009,"Louisiana",4491648
"2352","22","LA",2021,"dental hygienists",1800,27.04,56240,25.86,53780,2009,"Louisiana",4491648
"2353","23","ME",1021,"dentists, general",440,99.02,205960,NA,NA,2009,"Maine",1329590
"2354","23","ME",1062,"family and general practitioners",700,69.23,143990,67.51,140420,2009,"Maine",1329590
"2355","23","ME",1069,"physicians and surgeons, all other",1450,81.09,168680,NA,NA,2009,"Maine",1329590
"2356","23","ME",1141,"registered nurses",14410,31.37,65240,28.64,59580,2009,"Maine",1329590
"2357","23","ME",2021,"dental hygienists",1120,31.21,64920,30.86,64180,2009,"Maine",1329590
"2358","24","MD",1021,"dentists, general",2160,69.38,144320,63.93,132980,2009,"Maryland",5730388
"2359","24","MD",1062,"family and general practitioners",2730,74.68,155330,70.58,146810,2009,"Maryland",5730388
"2360","24","MD",1069,"physicians and surgeons, all other",9020,72.35,150490,66.79,138930,2009,"Maryland",5730388
"2361","24","MD",1141,"registered nurses",51620,36.7,76330,36.38,75670,2009,"Maryland",5730388
"2362","24","MD",2021,"dental hygienists",2430,34.55,71860,35.72,74290,2009,"Maryland",5730388
"2363","25","MA",1021,"dentists, general",2500,81.41,169340,73.82,153540,2009,"Massachusetts",6517613
"2364","25","MA",1062,"family and general practitioners",1640,89.94,187070,NA,NA,2009,"Massachusetts",6517613
"2365","25","MA",1069,"physicians and surgeons, all other",8950,80.42,167280,NA,NA,2009,"Massachusetts",6517613
"2366","25","MA",1141,"registered nurses",83060,39.32,81780,37.39,77770,2009,"Massachusetts",6517613
"2367","25","MA",2021,"dental hygienists",5890,37.22,77420,38.37,79810,2009,"Massachusetts",6517613
"2368","26","MI",1021,"dentists, general",3640,75.87,157810,68.55,142580,2009,"Michigan",9901591
"2369","26","MI",1062,"family and general practitioners",3870,85.65,178160,NA,NA,2009,"Michigan",9901591
"2370","26","MI",1069,"physicians and surgeons, all other",11030,81.86,170260,NA,NA,2009,"Michigan",9901591
"2371","26","MI",1141,"registered nurses",84620,30.82,64100,30.39,63200,2009,"Michigan",9901591
"2372","26","MI",2021,"dental hygienists",8970,28.67,59640,28.75,59800,2009,"Michigan",9901591
"2373","27","MN",1021,"dentists, general",1420,82.96,172560,NA,NA,2009,"Minnesota",5281203
"2374","27","MN",1062,"family and general practitioners",3530,83.95,174610,78.47,163230,2009,"Minnesota",5281203
"2375","27","MN",1069,"physicians and surgeons, all other",5060,104.89,218180,NA,NA,2009,"Minnesota",5281203
"2376","27","MN",1141,"registered nurses",57560,34.98,72760,34.24,71210,2009,"Minnesota",5281203
"2377","27","MN",2021,"dental hygienists",4090,33.28,69230,34,70720,2009,"Minnesota",5281203
"2378","28","MS",1021,"dentists, general",540,77.91,162050,76.01,158110,2009,"Mississippi",2958774
"2379","28","MS",1062,"family and general practitioners",1510,83.52,173730,NA,NA,2009,"Mississippi",2958774
"2380","28","MS",1069,"physicians and surgeons, all other",550,92.78,192980,NA,NA,2009,"Mississippi",2958774
"2381","28","MS",1141,"registered nurses",28030,27.7,57630,26.33,54770,2009,"Mississippi",2958774
"2382","28","MS",2021,"dental hygienists",1270,23.63,49140,24.22,50380,2009,"Mississippi",2958774
"2383","29","MO",1021,"dentists, general",1530,68.79,143080,60.61,126060,2009,"Missouri",5961088
"2384","29","MO",1062,"family and general practitioners",4030,74.32,154590,73.94,153790,2009,"Missouri",5961088
"2385","29","MO",1069,"physicians and surgeons, all other",4160,89.21,185550,NA,NA,2009,"Missouri",5961088
"2386","29","MO",1141,"registered nurses",62130,27.62,57460,26.69,55510,2009,"Missouri",5961088
"2387","29","MO",2021,"dental hygienists",2240,30.76,63980,31.16,64800,2009,"Missouri",5961088
"2388","30","MT",1021,"dentists, general",300,59.25,123230,49.48,102920,2009,"Montana",983982
"2389","30","MT",1062,"family and general practitioners",410,66.14,137580,64.95,135100,2009,"Montana",983982
"2390","30","MT",1069,"physicians and surgeons, all other",890,88.43,183940,NA,NA,2009,"Montana",983982
"2391","30","MT",1141,"registered nurses",8340,27.1,56380,26.85,55850,2009,"Montana",983982
"2392","30","MT",2021,"dental hygienists",660,31.95,66460,32.35,67290,2009,"Montana",983982
"2393","31","NE",1021,"dentists, general",540,76.27,158630,64,133130,2009,"Nebraska",1812683
"2394","31","NE",1062,"family and general practitioners",1170,79.56,165490,74.76,155510,2009,"Nebraska",1812683
"2395","31","NE",1069,"physicians and surgeons, all other",1560,67.91,141250,57.12,118820,2009,"Nebraska",1812683
"2396","31","NE",1141,"registered nurses",18930,26.46,55040,25.35,52730,2009,"Nebraska",1812683
"2397","31","NE",2021,"dental hygienists",960,30.77,64000,31,64480,2009,"Nebraska",1812683
"2398","32","NV",1021,"dentists, general",880,81.22,168940,NA,NA,2009,"Nevada",2684665
"2399","32","NV",1062,"family and general practitioners",1270,86.73,180390,NA,NA,2009,"Nevada",2684665
"2400","32","NV",1069,"physicians and surgeons, all other",1010,98.76,205410,NA,NA,2009,"Nevada",2684665
"2401","32","NV",1141,"registered nurses",16100,35.07,72940,35.23,73270,2009,"Nevada",2684665
"2402","32","NV",2021,"dental hygienists",1410,38.99,81090,39.62,82410,2009,"Nevada",2684665
"2403","33","NH",1021,"dentists, general",270,87.85,182720,NA,NA,2009,"New Hampshire",1316102
"2404","33","NH",1062,"family and general practitioners",300,73.8,153500,74.07,154070,2009,"New Hampshire",1316102
"2405","33","NH",1069,"physicians and surgeons, all other",1540,99.37,206680,NA,NA,2009,"New Hampshire",1316102
"2406","33","NH",1141,"registered nurses",13330,29.84,62060,29.03,60370,2009,"New Hampshire",1316102
"2407","33","NH",2021,"dental hygienists",1200,35.52,73870,36.21,75310,2009,"New Hampshire",1316102
"2408","34","NJ",1021,"dentists, general",3010,74.1,154130,68.62,142720,2009,"New Jersey",8755602
"2409","34","NJ",1062,"family and general practitioners",2090,77.05,160260,72.62,151060,2009,"New Jersey",8755602
"2410","34","NJ",1069,"physicians and surgeons, all other",9980,80.43,167280,NA,NA,2009,"New Jersey",8755602
"2411","34","NJ",1141,"registered nurses",74730,36.05,74990,35.85,74560,2009,"New Jersey",8755602
"2412","34","NJ",2021,"dental hygienists",4530,36.56,76050,37.56,78120,2009,"New Jersey",8755602
"2413","35","NM",1021,"dentists, general",450,83.93,174560,78.01,162260,2009,"New Mexico",2036802
"2414","35","NM",1062,"family and general practitioners",1360,84.66,176090,79.67,165720,2009,"New Mexico",2036802
"2415","35","NM",1069,"physicians and surgeons, all other",740,94.93,197450,NA,NA,2009,"New Mexico",2036802
"2416","35","NM",1141,"registered nurses",12340,30.55,63550,30.18,62780,2009,"New Mexico",2036802
"2417","35","NM",2021,"dental hygienists",890,35.14,73080,36.32,75530,2009,"New Mexico",2036802
"2418","36","NY",1021,"dentists, general",6530,71.81,149370,66.24,137780,2009,"New York",19307066
"2419","36","NY",1062,"family and general practitioners",2380,65.87,137000,65.14,135490,2009,"New York",19307066
"2420","36","NY",1069,"physicians and surgeons, all other",41030,72.96,151750,69.97,145530,2009,"New York",19307066
"2421","36","NY",1141,"registered nurses",165730,34.99,72790,34.66,72100,2009,"New York",19307066
"2422","36","NY",2021,"dental hygienists",10760,32.22,67010,31.33,65160,2009,"New York",19307066
"2423","37","NC",1021,"dentists, general",2540,93.08,193600,NA,NA,2009,"North Carolina",9449566
"2424","37","NC",1062,"family and general practitioners",4290,88.97,185050,NA,NA,2009,"North Carolina",9449566
"2425","37","NC",1069,"physicians and surgeons, all other",6090,80.12,166660,NA,NA,2009,"North Carolina",9449566
"2426","37","NC",1141,"registered nurses",88190,28.31,58880,27.49,57170,2009,"North Carolina",9449566
"2427","37","NC",2021,"dental hygienists",5270,29.85,62080,29.99,62380,2009,"North Carolina",9449566
"2428","38","ND",1021,"dentists, general",210,94.45,196450,NA,NA,2009,"North Dakota",664968
"2429","38","ND",1062,"family and general practitioners",NA,88.27,183600,NA,NA,2009,"North Dakota",664968
"2430","38","ND",1069,"physicians and surgeons, all other",490,94.35,196250,NA,NA,2009,"North Dakota",664968
"2431","38","ND",1141,"registered nurses",6260,26.98,56110,25.57,53180,2009,"North Dakota",664968
"2432","38","ND",2021,"dental hygienists",520,28.06,58370,28.62,59520,2009,"North Dakota",664968
"2433","39","OH",1021,"dentists, general",3020,77.04,160250,68.96,143440,2009,"Ohio",11528896
"2434","39","OH",1062,"family and general practitioners",4490,78.79,163870,73.72,153330,2009,"Ohio",11528896
"2435","39","OH",1069,"physicians and surgeons, all other",12690,91.36,190030,NA,NA,2009,"Ohio",11528896
"2436","39","OH",1141,"registered nurses",117870,28.72,59740,27.99,58220,2009,"Ohio",11528896
"2437","39","OH",2021,"dental hygienists",7100,29.82,62030,29.86,62120,2009,"Ohio",11528896
"2438","40","OK",1021,"dentists, general",930,64.85,134900,54.21,112750,2009,"Oklahoma",3717572
"2439","40","OK",1062,"family and general practitioners",2180,79.46,165270,74.46,154870,2009,"Oklahoma",3717572
"2440","40","OK",1069,"physicians and surgeons, all other",2640,73.67,153240,76.57,159260,2009,"Oklahoma",3717572
"2441","40","OK",1141,"registered nurses",27340,25.58,53210,25.18,52380,2009,"Oklahoma",3717572
"2442","40","OK",2021,"dental hygienists",1670,29.14,60610,30.47,63380,2009,"Oklahoma",3717572
"2443","41","OR",1021,"dentists, general",910,85.42,177680,NA,NA,2009,"Oregon",3808600
"2444","41","OR",1062,"family and general practitioners",840,76.68,159490,71.39,148490,2009,"Oregon",3808600
"2445","41","OR",1069,"physicians and surgeons, all other",4250,80.77,168010,NA,NA,2009,"Oregon",3808600
"2446","41","OR",1141,"registered nurses",30730,35.24,73300,35.3,73430,2009,"Oregon",3808600
"2447","41","OR",2021,"dental hygienists",2700,37.27,77520,37.33,77640,2009,"Oregon",3808600
"2448","42","PA",1021,"dentists, general",3570,67.02,139400,58.2,121050,2009,"Pennsylvania",12666858
"2449","42","PA",1062,"family and general practitioners",6610,83.1,172840,NA,NA,2009,"Pennsylvania",12666858
"2450","42","PA",1069,"physicians and surgeons, all other",11060,79.66,165700,NA,NA,2009,"Pennsylvania",12666858
"2451","42","PA",1141,"registered nurses",129810,30.58,63600,29.24,60820,2009,"Pennsylvania",12666858
"2452","42","PA",2021,"dental hygienists",7400,28.09,58430,28.16,58580,2009,"Pennsylvania",12666858
"2453","44","RI",1021,"dentists, general",150,91.17,189640,NA,NA,2009,"Rhode Island",1053646
"2454","44","RI",1062,"family and general practitioners",230,82.9,172430,76.83,159820,2009,"Rhode Island",1053646
"2455","44","RI",1069,"physicians and surgeons, all other",1560,64.26,133670,59.69,124160,2009,"Rhode Island",1053646
"2456","44","RI",1141,"registered nurses",11630,33.09,68830,33.4,69470,2009,"Rhode Island",1053646
"2457","44","RI",2021,"dental hygienists",750,33.5,69670,33.8,70310,2009,"Rhode Island",1053646
"2458","45","SC",1021,"dentists, general",960,83.43,173530,NA,NA,2009,"South Carolina",4589872
