"","st","job_type","occ_code","tot_employment","annual_mean_income","year","State","Est_Population"
"3787","MT","Physicians and Surgeons, All",1060,1530,NA,2012,"Montana",1004168
"3788","NC","Dental Hygienists",2021,5990,64490,2012,"North Carolina",9751810
"3789","NC","Dentists, All",1020,2820,199710,2012,"North Carolina",9751810
"3790","NC","Nurses",1141,86240,58760,2012,"North Carolina",9751810
"3791","NC","Physicians and Surgeons, All",1060,16450,NA,2012,"North Carolina",9751810
"3792","ND","Dental Hygienists",2021,660,55790,2012,"North Dakota",702227
"3793","ND","Dentists, All",1020,140,200510,2012,"North Dakota",702227
"3794","ND","Nurses",1141,7580,53520,2012,"North Dakota",702227
"3795","ND","Physicians and Surgeons, All",1060,1540,201067.337662338,2012,"North Dakota",702227
"3796","NE","Dental Hygienists",2021,1220,63300,2012,"Nebraska",1853691
"3797","NE","Dentists, All",1020,480,180260,2012,"Nebraska",1853691
"3798","NE","Nurses",1141,18590,56350,2012,"Nebraska",1853691
"3799","NE","Physicians and Surgeons, All",1060,3660,NA,2012,"Nebraska",1853691
"3800","NH","Dental Hygienists",2021,1210,76480,2012,"New Hampshire",1324677
"3801","NH","Dentists, All",1020,400,234010,2012,"New Hampshire",1324677
"3802","NH","Nurses",1141,12530,63920,2012,"New Hampshire",1324677
"3803","NH","Physicians and Surgeons, All",1060,2750,NA,2012,"New Hampshire",1324677
"3804","NJ","Dental Hygienists",2021,5440,80300,2012,"New Jersey",8845671
"3805","NJ","Dentists, All",1020,3950,158941.063291139,2012,"New Jersey",8845671
"3806","NJ","Nurses",1141,74700,75820,2012,"New Jersey",8845671
"3807","NJ","Physicians and Surgeons, All",1060,20240,NA,2012,"New Jersey",8845671
"3808","NM","Dental Hygienists",2021,960,75910,2012,"New Mexico",2087715
"3809","NM","Dentists, All",1020,780,163654.358974359,2012,"New Mexico",2087715
"3810","NM","Nurses",1141,14780,66710,2012,"New Mexico",2087715
"3811","NM","Physicians and Surgeons, All",1060,3500,NA,2012,"New Mexico",2087715
"3812","NV","Dental Hygienists",2021,1150,91350,2012,"Nevada",2744670
"3813","NV","Dentists, All",1020,1180,137470,2012,"Nevada",2744670
"3814","NV","Nurses",1141,16790,77870,2012,"Nevada",2744670
"3815","NV","Physicians and Surgeons, All",1060,3380,NA,2012,"Nevada",2744670
"3816","NY","Dental Hygienists",2021,9630,68340,2012,"New York",19574362
"3817","NY","Dentists, All",1020,7980,161562.318295739,2012,"New York",19574362
"3818","NY","Nurses",1141,166950,74100,2012,"New York",19574362
"3819","NY","Physicians and Surgeons, All",1060,56690,169058.408890457,2012,"New York",19574362
"3820","OH","Dental Hygienists",2021,8000,64320,2012,"Ohio",11550971
"3821","OH","Dentists, All",1020,4790,185035.908141962,2012,"Ohio",11550971
"3822","OH","Nurses",1141,120460,60970,2012,"Ohio",11550971
"3823","OH","Physicians and Surgeons, All",1060,27490,181121.964350673,2012,"Ohio",11550971
"3824","OK","Dental Hygienists",2021,2070,59250,2012,"Oklahoma",3819320
"3825","OK","Dentists, All",1020,1350,NA,2012,"Oklahoma",3819320
"3826","OK","Nurses",1141,26850,55980,2012,"Oklahoma",3819320
"3827","OK","Physicians and Surgeons, All",1060,8080,NA,2012,"Oklahoma",3819320
"3828","OR","Dental Hygienists",2021,3570,79570,2012,"Oregon",3900102
"3829","OR","Dentists, All",1020,1490,196228.523489933,2012,"Oregon",3900102
"3830","OR","Nurses",1141,28840,78530,2012,"Oregon",3900102
"3831","OR","Physicians and Surgeons, All",1060,8460,NA,2012,"Oregon",3900102
"3832","PA","Dental Hygienists",2021,8410,60420,2012,"Pennsylvania",12769123
"3833","PA","Dentists, All",1020,3640,NA,2012,"Pennsylvania",12769123
"3834","PA","Nurses",1141,125220,65000,2012,"Pennsylvania",12769123
"3835","PA","Physicians and Surgeons, All",1060,27240,NA,2012,"Pennsylvania",12769123
"3836","RI","Dental Hygienists",2021,1030,70180,2012,"Rhode Island",1054893
"3837","RI","Dentists, All",1020,220,121730,2012,"Rhode Island",1054893
"3838","RI","Nurses",1141,11840,73070,2012,"Rhode Island",1054893
"3839","RI","Physicians and Surgeons, All",1060,3050,NA,2012,"Rhode Island",1054893
"3840","SC","Dental Hygienists",2021,2480,55280,2012,"South Carolina",4719027
"3841","SC","Dentists, All",1020,1260,162446.26984127,2012,"South Carolina",4719027
"3842","SC","Nurses",1141,41870,58940,2012,"South Carolina",4719027
"3843","SC","Physicians and Surgeons, All",1060,7090,187885.796897038,2012,"South Carolina",4719027
"3844","SD","Dental Hygienists",2021,480,56790,2012,"South Dakota",833859
"3845","SD","Dentists, All",1020,370,153460,2012,"South Dakota",833859
"3846","SD","Nurses",1141,11030,52800,2012,"South Dakota",833859
"3847","SD","Physicians and Surgeons, All",1060,1400,NA,2012,"South Dakota",833859
"3848","TN","Dental Hygienists",2021,3410,61180,2012,"Tennessee",6455752
"3849","TN","Dentists, All",1020,1260,NA,2012,"Tennessee",6455752
"3850","TN","Nurses",1141,55580,55800,2012,"Tennessee",6455752
"3851","TN","Physicians and Surgeons, All",1060,9820,NA,2012,"Tennessee",6455752
"3852","TX","Dental Hygienists",2021,11830,69240,2012,"Texas",26084120
"3853","TX","Dentists, All",1020,6960,194740.761494253,2012,"Texas",26084120
"3854","TX","Nurses",1141,187290,66350,2012,"Texas",26084120
"3855","TX","Physicians and Surgeons, All",1060,38050,192100.396846255,2012,"Texas",26084120
"3856","UT","Dental Hygienists",2021,2400,66080,2012,"Utah",2854146
"3857","UT","Dentists, All",1020,1290,NA,2012,"Utah",2854146
"3858","UT","Nurses",1141,17920,59810,2012,"Utah",2854146
"3859","UT","Physicians and Surgeons, All",1060,5250,203425.752380952,2012,"Utah",2854146
"3860","VA","Dental Hygienists",2021,4250,82000,2012,"Virginia",8187456
"3861","VA","Dentists, All",1020,2880,184909.375,2012,"Virginia",8187456
"3862","VA","Nurses",1141,58650,63050,2012,"Virginia",8187456
"3863","VA","Physicians and Surgeons, All",1060,15670,189423.956604978,2012,"Virginia",8187456
"3864","VT","Dental Hygienists",2021,520,66200,2012,"Vermont",626361
"3865","VT","Dentists, All",1020,310,216160,2012,"Vermont",626361
"3866","VT","Nurses",1141,6310,63350,2012,"Vermont",626361
"3867","VT","Physicians and Surgeons, All",1060,2110,170183.744075829,2012,"Vermont",626361
"3868","WA","Dental Hygienists",2021,5850,90540,2012,"Washington",6898599
"3869","WA","Dentists, All",1020,1980,NA,2012,"Washington",6898599
"3870","WA","Nurses",1141,51060,75350,2012,"Washington",6898599
"3871","WA","Physicians and Surgeons, All",1060,10040,NA,2012,"Washington",6898599
"3872","WI","Dental Hygienists",2021,4810,61790,2012,"Wisconsin",5720825
"3873","WI","Dentists, All",1020,1930,NA,2012,"Wisconsin",5720825
"3874","WI","Nurses",1141,54640,64000,2012,"Wisconsin",5720825
"3875","WI","Physicians and Surgeons, All",1060,13720,200455.255102041,2012,"Wisconsin",5720825
"3876","WV","Dental Hygienists",2021,1080,50530,2012,"West Virginia",1857446
"3877","WV","Dentists, All",1020,360,182190,2012,"West Virginia",1857446
"3878","WV","Nurses",1141,17440,54490,2012,"West Virginia",1857446
"3879","WV","Physicians and Surgeons, All",1060,3500,NA,2012,"West Virginia",1857446
"3880","WY","Dental Hygienists",2021,410,65390,2012,"Wyoming",576656
"3881","WY","Dentists, All",1020,200,161800,2012,"Wyoming",576656
"3882","WY","Nurses",1141,4460,60690,2012,"Wyoming",576656
"3883","WY","Physicians and Surgeons, All",1060,990,NA,2012,"Wyoming",576656
"3884","AK","Dentists, General",1021,190,186710,2012,"Alaska",730810
"3885","AK","Physicians and Surgeons, Family Practitioner",1062,510,202160,2012,"Alaska",730810
"3886","AL","Dentists, General",1021,820,189160,2012,"Alabama",4816632
"3887","AL","Physicians and Surgeons, Family Practitioner",1062,570,179940,2012,"Alabama",4816632
"3888","AR","Dentists, General",1021,860,160640,2012,"Arkansas",2952876
"3889","AR","Physicians and Surgeons, Family Practitioner",1062,1360,214080,2012,"Arkansas",2952876
"3890","AZ","Dentists, General",1021,2440,171810,2012,"Arizona",6556344
"3891","AZ","Physicians and Surgeons, Family Practitioner",1062,1700,180930,2012,"Arizona",6556344
"3892","CA","Dentists, General",1021,11260,140620,2012,"California",37944551
"3893","CA","Physicians and Surgeons, Family Practitioner",1062,13130,182200,2012,"California",37944551
"3894","CO","Dentists, General",1021,1910,133300,2012,"Colorado",5193660
"3895","CO","Physicians and Surgeons, Family Practitioner",1062,2730,167510,2012,"Colorado",5193660
"3896","CT","Dentists, General",1021,1020,184460,2012,"Connecticut",3595211
"3897","CT","Physicians and Surgeons, Family Practitioner",1062,1200,154040,2012,"Connecticut",3595211
"3898","DC","Dentists, General",1021,310,115160,2012,"District of Columbia",635737
"3899","DC","Physicians and Surgeons, Family Practitioner",1062,730,146530,2012,"District of Columbia",635737
"3900","DE","Dentists, General",1021,270,214840,2012,"Delaware",915518
"3901","DE","Physicians and Surgeons, Family Practitioner",1062,560,147070,2012,"Delaware",915518
"3902","FL","Dentists, General",1021,5240,149950,2012,"Florida",19302016
"3903","FL","Physicians and Surgeons, Family Practitioner",1062,8750,190840,2012,"Florida",19302016
"3904","GA","Dentists, General",1021,2790,191920,2012,"Georgia",9903580
"3905","GA","Physicians and Surgeons, Family Practitioner",1062,1410,190300,2012,"Georgia",9903580
"3906","HI","Dentists, General",1021,340,143520,2012,"Hawaii",1395199
"3907","HI","Physicians and Surgeons, Family Practitioner",1062,660,205000,2012,"Hawaii",1395199
"3908","IA","Dentists, General",1021,840,187140,2012,"Iowa",3076844
"3909","IA","Physicians and Surgeons, Family Practitioner",1062,2050,213600,2012,"Iowa",3076844
"3910","ID","Dentists, General",1021,490,159910,2012,"Idaho",1595910
"3911","ID","Physicians and Surgeons, Family Practitioner",1062,460,163360,2012,"Idaho",1595910
"3912","IL","Dentists, General",1021,4200,128240,2012,"Illinois",12883029
"3913","IL","Physicians and Surgeons, Family Practitioner",1062,4380,182060,2012,"Illinois",12883029
"3914","IN","Dentists, General",1021,1550,175790,2012,"Indiana",6538989
"3915","IN","Physicians and Surgeons, Family Practitioner",1062,2110,185140,2012,"Indiana",6538989
"3916","KS","Dentists, General",1021,640,123260,2012,"Kansas",2886024
"3917","KS","Physicians and Surgeons, Family Practitioner",1062,1140,198570,2012,"Kansas",2886024
"3918","KY","Dentists, General",1021,900,144760,2012,"Kentucky",4387865
"3919","KY","Physicians and Surgeons, Family Practitioner",1062,1060,178780,2012,"Kentucky",4387865
"3920","LA","Dentists, General",1021,810,158850,2012,"Louisiana",4602067
"3921","LA","Physicians and Surgeons, Family Practitioner",1062,1340,168330,2012,"Louisiana",4602067
"3922","MA","Dentists, General",1021,3380,176080,2012,"Massachusetts",6664269
"3923","MA","Physicians and Surgeons, Family Practitioner",1062,930,197740,2012,"Massachusetts",6664269
"3924","MD","Dentists, General",1021,2430,156250,2012,"Maryland",5888375
"3925","MD","Physicians and Surgeons, Family Practitioner",1062,2690,173260,2012,"Maryland",5888375
"3926","ME","Dentists, General",1021,340,195800,2012,"Maine",1328094
"3927","ME","Physicians and Surgeons, Family Practitioner",1062,710,179780,2012,"Maine",1328094
"3928","MI","Dentists, General",1021,3620,160720,2012,"Michigan",9898289
"3929","MI","Physicians and Surgeons, Family Practitioner",1062,4000,182080,2012,"Michigan",9898289
"3930","MN","Dentists, General",1021,1690,196630,2012,"Minnesota",5377500
"3931","MN","Physicians and Surgeons, Family Practitioner",1062,2650,175380,2012,"Minnesota",5377500
"3932","MO","Dentists, General",1021,1500,152560,2012,"Missouri",6026027
"3933","MO","Physicians and Surgeons, Family Practitioner",1062,3820,172480,2012,"Missouri",6026027
"3934","MS","Dentists, General",1021,600,158560,2012,"Mississippi",2984599
"3935","MS","Physicians and Surgeons, Family Practitioner",1062,1100,169510,2012,"Mississippi",2984599
"3936","MT","Dentists, General",1021,360,111410,2012,"Montana",1004168
"3937","MT","Physicians and Surgeons, Family Practitioner",1062,340,159640,2012,"Montana",1004168
"3938","NC","Dentists, General",1021,2600,200200,2012,"North Carolina",9751810
"3939","NC","Physicians and Surgeons, Family Practitioner",1062,3730,189850,2012,"North Carolina",9751810
"3940","ND","Dentists, General",1021,140,200510,2012,"North Dakota",702227
"3941","ND","Physicians and Surgeons, Family Practitioner",1062,610,184740,2012,"North Dakota",702227
"3942","NE","Dentists, General",1021,480,180260,2012,"Nebraska",1853691
"3943","NE","Physicians and Surgeons, Family Practitioner",1062,1070,195890,2012,"Nebraska",1853691
"3944","NH","Dentists, General",1021,400,234010,2012,"New Hampshire",1324677
"3945","NH","Physicians and Surgeons, Family Practitioner",1062,590,202860,2012,"New Hampshire",1324677
"3946","NJ","Dentists, General",1021,3420,150980,2012,"New Jersey",8845671
"3947","NJ","Physicians and Surgeons, Family Practitioner",1062,2330,162050,2012,"New Jersey",8845671
"3948","NM","Dentists, General",1021,740,164700,2012,"New Mexico",2087715
"3949","NM","Physicians and Surgeons, Family Practitioner",1062,1540,179730,2012,"New Mexico",2087715
"3950","NV","Dentists, General",1021,1180,137470,2012,"Nevada",2744670
"3951","NV","Physicians and Surgeons, Family Practitioner",1062,970,180560,2012,"Nevada",2744670
"3952","NY","Dentists, General",1021,7150,156480,2012,"New York",19574362
"3953","NY","Physicians and Surgeons, Family Practitioner",1062,2470,177430,2012,"New York",19574362
"3954","OH","Dentists, General",1021,3780,177980,2012,"Ohio",11550971
"3955","OH","Physicians and Surgeons, Family Practitioner",1062,4170,163200,2012,"Ohio",11550971
"3956","OK","Dentists, General",1021,1170,158050,2012,"Oklahoma",3819320
"3957","OK","Physicians and Surgeons, Family Practitioner",1062,1890,198550,2012,"Oklahoma",3819320
"3958","OR","Dentists, General",1021,1230,193290,2012,"Oregon",3900102
"3959","OR","Physicians and Surgeons, Family Practitioner",1062,1200,178080,2012,"Oregon",3900102
"3960","PA","Dentists, General",1021,3400,157970,2012,"Pennsylvania",12769123
"3961","PA","Physicians and Surgeons, Family Practitioner",1062,6190,173150,2012,"Pennsylvania",12769123
"3962","RI","Dentists, General",1021,220,121730,2012,"Rhode Island",1054893
"3963","RI","Physicians and Surgeons, Family Practitioner",1062,190,205280,2012,"Rhode Island",1054893
"3964","SC","Dentists, General",1021,1100,157220,2012,"South Carolina",4719027
"3965","SC","Physicians and Surgeons, Family Practitioner",1062,2720,177960,2012,"South Carolina",4719027
"3966","SD","Dentists, General",1021,370,153460,2012,"South Dakota",833859
"3967","SD","Physicians and Surgeons, Family Practitioner",1062,440,182730,2012,"South Dakota",833859
"3968","TN","Dentists, General",1021,1090,179650,2012,"Tennessee",6455752
"3969","TN","Physicians and Surgeons, Family Practitioner",1062,1190,178310,2012,"Tennessee",6455752
"3970","TX","Dentists, General",1021,5950,192800,2012,"Texas",26084120
"3971","TX","Physicians and Surgeons, Family Practitioner",1062,5860,179170,2012,"Texas",26084120
"3972","UT","Dentists, General",1021,1290,115980,2012,"Utah",2854146
"3973","UT","Physicians and Surgeons, Family Practitioner",1062,820,192570,2012,"Utah",2854146
"3974","VA","Dentists, General",1021,2580,182570,2012,"Virginia",8187456
"3975","VA","Physicians and Surgeons, Family Practitioner",1062,3600,175040,2012,"Virginia",8187456
"3976","VT","Dentists, General",1021,310,216160,2012,"Vermont",626361
"3977","VT","Physicians and Surgeons, Family Practitioner",1062,270,154910,2012,"Vermont",626361
"3978","WA","Dentists, General",1021,1870,203480,2012,"Washington",6898599
"3979","WA","Physicians and Surgeons, Family Practitioner",1062,1800,180700,2012,"Washington",6898599
"3980","WI","Dentists, General",1021,1770,164830,2012,"Wisconsin",5720825
"3981","WI","Physicians and Surgeons, Family Practitioner",1062,2880,194030,2012,"Wisconsin",5720825
"3982","WV","Dentists, General",1021,360,182190,2012,"West Virginia",1857446
"3983","WV","Physicians and Surgeons, Family Practitioner",1062,1130,179080,2012,"West Virginia",1857446
"3984","WY","Dentists, General",1021,200,161800,2012,"Wyoming",576656
"3985","WY","Physicians and Surgeons, Family Practitioner",1062,270,154250,2012,"Wyoming",576656
"3986","AK","Dental Hygienists",2021,520,73500,2013,"Alaska",737626
"3987","AK","Dentists, All",1020,210,208650,2013,"Alaska",737626
"3988","AK","Nurses",1141,5790,83640,2013,"Alaska",737626
"3989","AK","Physicians and Surgeons, All",1060,1050,NA,2013,"Alaska",737626
"3990","AL","Dental Hygienists",2021,2590,46530,2013,"Alabama",4831586
"3991","AL","Dentists, All",1020,960,184049.895833333,2013,"Alabama",4831586
"3992","AL","Nurses",1141,43600,55870,2013,"Alabama",4831586
"3993","AL","Physicians and Surgeons, All",1060,7070,NA,2013,"Alabama",4831586
"3994","AR","Dental Hygienists",2021,1350,61030,2013,"Arkansas",2960459
"3995","AR","Dentists, All",1020,930,NA,2013,"Arkansas",2960459
"3996","AR","Nurses",1141,23480,56150,2013,"Arkansas",2960459
"3997","AR","Physicians and Surgeons, All",1060,5230,192408.527724665,2013,"Arkansas",2960459
"3998","AZ","Dental Hygienists",2021,3650,81220,2013,"Arizona",6634690
"3999","AZ","Dentists, All",1020,2500,NA,2013,"Arizona",6634690
"4000","AZ","Nurses",1141,46290,71430,2013,"Arizona",6634690
"4001","AZ","Physicians and Surgeons, All",1060,4960,NA,2013,"Arizona",6634690
"4002","CA","Dental Hygienists",2021,21930,93920,2013,"California",38253768
"4003","CA","Dentists, All",1020,12690,153674.531126872,2013,"California",38253768
"4004","CA","Nurses",1141,252940,96980,2013,"California",38253768
"4005","CA","Physicians and Surgeons, All",1060,66150,191677.13681028,2013,"California",38253768
"4006","CO","Dental Hygienists",2021,3980,77110,2013,"Colorado",5270774
"4007","CO","Dentists, All",1020,2130,NA,2013,"Colorado",5270774
"4008","CO","Nurses",1141,41860,68980,2013,"Colorado",5270774
"4009","CO","Physicians and Surgeons, All",1060,7620,198446.338582677,2013,"Colorado",5270774
